,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
68,Unbelievable,Why Don't We,0.532,0.66,7,-7.138,1,0.0825,0.105,0.000222,0.0996,0.676,130.013,audio_features,3anNizayrIeuVv3Mb2KnIR,spotify:track:3anNizayrIeuVv3Mb2KnIR,https://api.spotify.com/v1/tracks/3anNizayrIeuVv3Mb2KnIR,https://api.spotify.com/v1/audio-analysis/3anNizayrIeuVv3Mb2KnIR,189385,4
69,Post Malone (feat. RANI),Sam Feldt,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,audio_features,0qc4QlcCxVTGyShurEv1UU,spotify:track:0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/tracks/0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/audio-analysis/0qc4QlcCxVTGyShurEv1UU,174444,4
70,Nobody,Martin Jensen,0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,audio_features,2qfEcCkEo5NscA9GL7ER72,spotify:track:2qfEcCkEo5NscA9GL7ER72,https://api.spotify.com/v1/tracks/2qfEcCkEo5NscA9GL7ER72,https://api.spotify.com/v1/audio-analysis/2qfEcCkEo5NscA9GL7ER72,211040,4
71,Free Spirit,Khalid,0.627,0.446,2,-9.477,0,0.0332,0.308,0.00077,0.111,0.11,139.994,audio_features,2kAIpGWnlFLQh48iut6Zzq,spotify:track:2kAIpGWnlFLQh48iut6Zzq,https://api.spotify.com/v1/tracks/2kAIpGWnlFLQh48iut6Zzq,https://api.spotify.com/v1/audio-analysis/2kAIpGWnlFLQh48iut6Zzq,182080,4
72,All You Need To Know (feat. Calle Lehmann),Gryffin,0.513,0.788,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.234,139.987,audio_features,4Gcv5SsxnQWpmOnUI19EJk,spotify:track:4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/tracks/4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/audio-analysis/4Gcv5SsxnQWpmOnUI19EJk,238459,4
73,3 Nights,Dominic Fike,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,audio_features,1tNJrcVe6gwLEiZCtprs1u,spotify:track:1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/tracks/1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/audio-analysis/1tNJrcVe6gwLEiZCtprs1u,177667,4
74,Almost (Sweet Music),Hozier,0.384,0.689,7,-5.598,1,0.197,0.0217,2.24e-06,0.204,0.702,179.823,audio_features,7nDYw1nNAW4dAqgmW2W3tq,spotify:track:7nDYw1nNAW4dAqgmW2W3tq,https://api.spotify.com/v1/tracks/7nDYw1nNAW4dAqgmW2W3tq,https://api.spotify.com/v1/audio-analysis/7nDYw1nNAW4dAqgmW2W3tq,217480,4
75,Dancing With A Stranger (with Normani),Sam Smith,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030,4
76,Alane,Robin Schulz,0.581,0.799,3,-6.66,1,0.164,0.0419,9.43e-06,0.11,0.662,124.002,audio_features,2u6Jm2klS4yvAlbSHlxUwI,spotify:track:2u6Jm2klS4yvAlbSHlxUwI,https://api.spotify.com/v1/tracks/2u6Jm2klS4yvAlbSHlxUwI,https://api.spotify.com/v1/audio-analysis/2u6Jm2klS4yvAlbSHlxUwI,175016,4
77,Lovefool,twocolors,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,audio_features,51Of5p3lKZeOg6itfs4og4,spotify:track:51Of5p3lKZeOg6itfs4og4,https://api.spotify.com/v1/tracks/51Of5p3lKZeOg6itfs4og4,https://api.spotify.com/v1/audio-analysis/51Of5p3lKZeOg6itfs4og4,190488,4
78,Mariposa,Peach Tree Rascals,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011,audio_features,4ja2gzrNh9VNigzoXfmbwD,spotify:track:4ja2gzrNh9VNigzoXfmbwD,https://api.spotify.com/v1/tracks/4ja2gzrNh9VNigzoXfmbwD,https://api.spotify.com/v1/audio-analysis/4ja2gzrNh9VNigzoXfmbwD,210000,4
79,Savage Love (Laxed - Siren Beat),Jawsh 685,0.795,0.48,3,-8.556,1,0.0688,0.243,0.0,0.271,0.723,149.919,audio_features,5T490vvoFNU6psep0NPmxs,spotify:track:5T490vvoFNU6psep0NPmxs,https://api.spotify.com/v1/tracks/5T490vvoFNU6psep0NPmxs,https://api.spotify.com/v1/audio-analysis/5T490vvoFNU6psep0NPmxs,171375,4
80,Shampoo,Benjamin Ingrosso,0.745,0.534,11,-10.815,0,0.102,0.179,0.0399,0.202,0.655,102.996,audio_features,6pk6yfxGcMyeIVqW79iZo1,spotify:track:6pk6yfxGcMyeIVqW79iZo1,https://api.spotify.com/v1/tracks/6pk6yfxGcMyeIVqW79iZo1,https://api.spotify.com/v1/audio-analysis/6pk6yfxGcMyeIVqW79iZo1,178835,4
81,Take Care of You,Ella Henderson,0.66,0.667,11,-6.87,1,0.0474,0.141,5.26e-05,0.107,0.452,114.901,audio_features,7GajHE5z66qqmzTrKVFCab,spotify:track:7GajHE5z66qqmzTrKVFCab,https://api.spotify.com/v1/tracks/7GajHE5z66qqmzTrKVFCab,https://api.spotify.com/v1/audio-analysis/7GajHE5z66qqmzTrKVFCab,194235,4
82,Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,0.73,0.792,6,-5.33,0,0.13,0.0264,0.0,0.101,0.745,99.039,audio_features,6AoHQqGnuwFk9ygWhzLRws,spotify:track:6AoHQqGnuwFk9ygWhzLRws,https://api.spotify.com/v1/tracks/6AoHQqGnuwFk9ygWhzLRws,https://api.spotify.com/v1/audio-analysis/6AoHQqGnuwFk9ygWhzLRws,170158,4
83,Little Bit Of Love - Indian Summer Remix,JP Cooper,0.708,0.758,7,-4.453,1,0.0367,0.0133,1.04e-05,0.418,0.272,101.017,audio_features,4WEojtwHd0MUF3sPz5ITAj,spotify:track:4WEojtwHd0MUF3sPz5ITAj,https://api.spotify.com/v1/tracks/4WEojtwHd0MUF3sPz5ITAj,https://api.spotify.com/v1/audio-analysis/4WEojtwHd0MUF3sPz5ITAj,205200,4
84,ily (i love you baby) (Topic Remix) [feat. Emilee],Surf Mesa,0.797,0.791,11,-4.198,1,0.0432,0.000679,0.00751,0.0678,0.589,126.004,audio_features,4TpXLhpLYQPMHM1A8W9J84,spotify:track:4TpXLhpLYQPMHM1A8W9J84,https://api.spotify.com/v1/tracks/4TpXLhpLYQPMHM1A8W9J84,https://api.spotify.com/v1/audio-analysis/4TpXLhpLYQPMHM1A8W9J84,156960,4
85,Think About Things,Daði Freyr,0.871,0.341,3,-8.932,0,0.0576,0.0311,0.000124,0.0838,0.612,127.001,audio_features,2iRniYXjMHKmwXqA2jYXP7,spotify:track:2iRniYXjMHKmwXqA2jYXP7,https://api.spotify.com/v1/tracks/2iRniYXjMHKmwXqA2jYXP7,https://api.spotify.com/v1/audio-analysis/2iRniYXjMHKmwXqA2jYXP7,173386,4
86,Coulda Woulda Shoulda,Dagny,0.767,0.635,0,-5.386,0,0.0579,0.0937,0.0,0.233,0.827,108.029,audio_features,3XLcy0qym8nuxnJ51cRcba,spotify:track:3XLcy0qym8nuxnJ51cRcba,https://api.spotify.com/v1/tracks/3XLcy0qym8nuxnJ51cRcba,https://api.spotify.com/v1/audio-analysis/3XLcy0qym8nuxnJ51cRcba,185440,4
87,Nobody Like You (with Vera Blue),Louis The Child,0.705,0.76,0,-3.587,1,0.0506,0.00369,0.000673,0.445,0.361,103.911,audio_features,6ZGO8DVU5ZrpEAzNjTO0Kc,spotify:track:6ZGO8DVU5ZrpEAzNjTO0Kc,https://api.spotify.com/v1/tracks/6ZGO8DVU5ZrpEAzNjTO0Kc,https://api.spotify.com/v1/audio-analysis/6ZGO8DVU5ZrpEAzNjTO0Kc,176163,4
88,Be Okay (with HRVY),R3HAB,0.73,0.558,8,-6.535,1,0.0786,0.0179,0.0,0.128,0.618,100.066,audio_features,4ztw0mBC6VBiLV79yRHDQW,spotify:track:4ztw0mBC6VBiLV79yRHDQW,https://api.spotify.com/v1/tracks/4ztw0mBC6VBiLV79yRHDQW,https://api.spotify.com/v1/audio-analysis/4ztw0mBC6VBiLV79yRHDQW,141600,4
89,Tangerine Skies,Declan J Donovan,0.756,0.815,6,-5.122,1,0.046,0.0578,2e-05,0.387,0.927,120.002,audio_features,2VvHa9p1kkTmaCMq0exODA,spotify:track:2VvHa9p1kkTmaCMq0exODA,https://api.spotify.com/v1/tracks/2VvHa9p1kkTmaCMq0exODA,https://api.spotify.com/v1/audio-analysis/2VvHa9p1kkTmaCMq0exODA,192000,4
90,Somebody,Dagny,0.721,0.763,5,-4.748,1,0.0382,0.00178,0.000238,0.0945,0.436,117.981,audio_features,6pU7kdmhRvhc8twYRl14bD,spotify:track:6pU7kdmhRvhc8twYRl14bD,https://api.spotify.com/v1/tracks/6pU7kdmhRvhc8twYRl14bD,https://api.spotify.com/v1/audio-analysis/6pU7kdmhRvhc8twYRl14bD,194373,4
91,Just Friends,Audrey Mika,0.868,0.656,7,-6.579,1,0.0351,0.0879,0.00316,0.14,0.793,114.991,audio_features,1NzRZ7AosK7ZDumMsZYofo,spotify:track:1NzRZ7AosK7ZDumMsZYofo,https://api.spotify.com/v1/tracks/1NzRZ7AosK7ZDumMsZYofo,https://api.spotify.com/v1/audio-analysis/1NzRZ7AosK7ZDumMsZYofo,168983,4
92,Cliché,Torine,0.844,0.652,11,-7.791,0,0.0623,0.233,0.0,0.0924,0.802,117.95,audio_features,6caRDQjdMMUaUlDyIV7sWg,spotify:track:6caRDQjdMMUaUlDyIV7sWg,https://api.spotify.com/v1/tracks/6caRDQjdMMUaUlDyIV7sWg,https://api.spotify.com/v1/audio-analysis/6caRDQjdMMUaUlDyIV7sWg,147108,4
93,Little Bit Of Love,JP Cooper,0.659,0.801,7,-4.234,1,0.0435,0.0636,0.0,0.341,0.334,105.991,audio_features,0VrgIjDkmDwlgZk54Try2u,spotify:track:0VrgIjDkmDwlgZk54Try2u,https://api.spotify.com/v1/tracks/0VrgIjDkmDwlgZk54Try2u,https://api.spotify.com/v1/audio-analysis/0VrgIjDkmDwlgZk54Try2u,195452,4
94,I Don't Know Why,NOTD,0.499,0.898,8,-4.181,0,0.124,0.124,7.2e-06,0.0832,0.618,120.04,audio_features,0ZXdzaT1k688dkpNeEgQiV,spotify:track:0ZXdzaT1k688dkpNeEgQiV,https://api.spotify.com/v1/tracks/0ZXdzaT1k688dkpNeEgQiV,https://api.spotify.com/v1/audio-analysis/0ZXdzaT1k688dkpNeEgQiV,207668,4
95,Lovers For The Weekend,John De Sohn,0.571,0.775,3,-8.608,1,0.0477,0.00527,8.99e-06,0.156,0.384,105.951,audio_features,7FvfODgUxsxQNDaYDEboIL,spotify:track:7FvfODgUxsxQNDaYDEboIL,https://api.spotify.com/v1/tracks/7FvfODgUxsxQNDaYDEboIL,https://api.spotify.com/v1/audio-analysis/7FvfODgUxsxQNDaYDEboIL,170947,4
96,On My Life,Cheat Codes,0.699,0.645,9,-5.307,1,0.078,0.413,0.0,0.355,0.676,104.939,audio_features,6nnntyJFxLzaCmNnhHe3C1,spotify:track:6nnntyJFxLzaCmNnhHe3C1,https://api.spotify.com/v1/tracks/6nnntyJFxLzaCmNnhHe3C1,https://api.spotify.com/v1/audio-analysis/6nnntyJFxLzaCmNnhHe3C1,179340,4
97,Never Let Me Down,VIZE,0.758,0.848,10,-3.84,1,0.0456,0.207,0.0,0.114,0.706,127.948,audio_features,0Je3J2ml1lrnTLXXIlxrvR,spotify:track:0Je3J2ml1lrnTLXXIlxrvR,https://api.spotify.com/v1/tracks/0Je3J2ml1lrnTLXXIlxrvR,https://api.spotify.com/v1/audio-analysis/0Je3J2ml1lrnTLXXIlxrvR,153149,4
98,Touch the Sky,Dan Talevski,0.633,0.658,2,-5.824,0,0.0359,0.0661,0.0,0.0944,0.369,110.063,audio_features,3AQXqVgpSgXBkbzyThMlgq,spotify:track:3AQXqVgpSgXBkbzyThMlgq,https://api.spotify.com/v1/tracks/3AQXqVgpSgXBkbzyThMlgq,https://api.spotify.com/v1/audio-analysis/3AQXqVgpSgXBkbzyThMlgq,210040,4
99,Look For The Good - Single Version,Jason Mraz,0.71,0.615,0,-8.23,1,0.133,0.0384,0.0,0.283,0.746,90.263,audio_features,4XI5GjQ6zcJXsDnuyOGGEa,spotify:track:4XI5GjQ6zcJXsDnuyOGGEa,https://api.spotify.com/v1/tracks/4XI5GjQ6zcJXsDnuyOGGEa,https://api.spotify.com/v1/audio-analysis/4XI5GjQ6zcJXsDnuyOGGEa,239698,4
100,I Found You,Cash Cash,0.646,0.761,1,-2.557,1,0.0385,0.0714,0.0,0.222,0.472,129.916,audio_features,3wYOGJYD31sLRmBgCvWxa4,spotify:track:3wYOGJYD31sLRmBgCvWxa4,https://api.spotify.com/v1/tracks/3wYOGJYD31sLRmBgCvWxa4,https://api.spotify.com/v1/audio-analysis/3wYOGJYD31sLRmBgCvWxa4,167308,4
101,View,Maia Wright,0.695,0.863,5,-6.055,0,0.0717,0.193,0.0,0.36,0.42,114.939,audio_features,3cYMUCsmJ7q426xP1ZR5Qw,spotify:track:3cYMUCsmJ7q426xP1ZR5Qw,https://api.spotify.com/v1/tracks/3cYMUCsmJ7q426xP1ZR5Qw,https://api.spotify.com/v1/audio-analysis/3cYMUCsmJ7q426xP1ZR5Qw,178195,4
102,Hold You Tonight (with Chris Lane),Gryffin,0.467,0.795,11,-3.6,1,0.0687,0.102,0.0,0.264,0.472,163.837,audio_features,58jecLK0epwMLr9cy5vFUy,spotify:track:58jecLK0epwMLr9cy5vFUy,https://api.spotify.com/v1/tracks/58jecLK0epwMLr9cy5vFUy,https://api.spotify.com/v1/audio-analysis/58jecLK0epwMLr9cy5vFUy,219354,4
103,Little Things (with Quinn XCII & Chelsea Cutler),Louis The Child,0.622,0.636,6,-4.38,1,0.122,0.191,0.0,0.0782,0.528,82.962,audio_features,1OeEpViPwVi1FfdNkOoIci,spotify:track:1OeEpViPwVi1FfdNkOoIci,https://api.spotify.com/v1/tracks/1OeEpViPwVi1FfdNkOoIci,https://api.spotify.com/v1/audio-analysis/1OeEpViPwVi1FfdNkOoIci,197448,4
104,Broke Boy,Malia Civetz,0.797,0.694,8,-3.979,1,0.234,0.164,0.0,0.0703,0.847,98.002,audio_features,3838GU9hh6VrvDi1f8jaU9,spotify:track:3838GU9hh6VrvDi1f8jaU9,https://api.spotify.com/v1/tracks/3838GU9hh6VrvDi1f8jaU9,https://api.spotify.com/v1/audio-analysis/3838GU9hh6VrvDi1f8jaU9,172569,4
105,Best Of You (feat. Elle King),Andy Grammer,0.653,0.623,9,-5.989,1,0.0938,0.0515,0.0,0.0869,0.48,175.884,audio_features,4bsqIuMHtvLCzpYAyV3044,spotify:track:4bsqIuMHtvLCzpYAyV3044,https://api.spotify.com/v1/tracks/4bsqIuMHtvLCzpYAyV3044,https://api.spotify.com/v1/audio-analysis/4bsqIuMHtvLCzpYAyV3044,185393,4
106,By My Side,Hot Shade,0.742,0.737,8,-3.713,0,0.0393,0.0891,0.0,0.0783,0.513,123.972,audio_features,7hAxByWjSa84N65MzQuJB6,spotify:track:7hAxByWjSa84N65MzQuJB6,https://api.spotify.com/v1/tracks/7hAxByWjSa84N65MzQuJB6,https://api.spotify.com/v1/audio-analysis/7hAxByWjSa84N65MzQuJB6,166452,4
107,I'll Wait,Kygo,0.611,0.651,1,-6.973,1,0.0587,0.148,1.84e-05,0.105,0.357,122.983,audio_features,6Q3K9gVUZRMZqZKrXovbM2,spotify:track:6Q3K9gVUZRMZqZKrXovbM2,https://api.spotify.com/v1/tracks/6Q3K9gVUZRMZqZKrXovbM2,https://api.spotify.com/v1/audio-analysis/6Q3K9gVUZRMZqZKrXovbM2,215361,4
108,Someone,Jubël,0.7,0.904,2,-4.03,1,0.0431,0.0531,8.03e-06,0.105,0.347,103.039,audio_features,68zNuCEl9UHTbcBltW2uDv,spotify:track:68zNuCEl9UHTbcBltW2uDv,https://api.spotify.com/v1/tracks/68zNuCEl9UHTbcBltW2uDv,https://api.spotify.com/v1/audio-analysis/68zNuCEl9UHTbcBltW2uDv,181102,4
109,Hold Me Close (feat. Ella Henderson),Sam Feldt,0.654,0.795,0,-4.419,1,0.0536,0.178,0.0,0.19,0.465,120.019,audio_features,24aN8j7dBw0FxxKUBlCtd6,spotify:track:24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/tracks/24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/audio-analysis/24aN8j7dBw0FxxKUBlCtd6,185750,4
110,Goliath,Smith & Thell,0.528,0.833,9,-6.19,1,0.0514,0.000414,1.23e-06,0.068,0.46,127.998,audio_features,0z4kyKuFGmUV7WQ7gB1sAp,spotify:track:0z4kyKuFGmUV7WQ7gB1sAp,https://api.spotify.com/v1/tracks/0z4kyKuFGmUV7WQ7gB1sAp,https://api.spotify.com/v1/audio-analysis/0z4kyKuFGmUV7WQ7gB1sAp,204759,4
111,OK,Joakim Molitor,0.733,0.717,0,-6.065,1,0.0465,0.136,0.0,0.108,0.491,102.011,audio_features,7KDpFUOg73TqJRZWj4J7LX,spotify:track:7KDpFUOg73TqJRZWj4J7LX,https://api.spotify.com/v1/tracks/7KDpFUOg73TqJRZWj4J7LX,https://api.spotify.com/v1/audio-analysis/7KDpFUOg73TqJRZWj4J7LX,188235,4
112,Give & Take,Wankelmut,0.847,0.667,4,-6.273,0,0.156,0.195,0.0,0.249,0.854,119.961,audio_features,6X8f2QZQd5nzsjhtmTrPvm,spotify:track:6X8f2QZQd5nzsjhtmTrPvm,https://api.spotify.com/v1/tracks/6X8f2QZQd5nzsjhtmTrPvm,https://api.spotify.com/v1/audio-analysis/6X8f2QZQd5nzsjhtmTrPvm,181000,4
113,Hungry Hearts,River,0.581,0.852,7,-4.744,1,0.129,0.0233,2.52e-06,0.419,0.43,120.115,audio_features,585Vni1vKAYO5jd7kcY9Kz,spotify:track:585Vni1vKAYO5jd7kcY9Kz,https://api.spotify.com/v1/tracks/585Vni1vKAYO5jd7kcY9Kz,https://api.spotify.com/v1/audio-analysis/585Vni1vKAYO5jd7kcY9Kz,174773,4
114,I'm Coming,Tove Lo,0.65,0.625,0,-10.122,0,0.0359,0.00536,0.000492,0.119,0.296,118.966,audio_features,4C6EPWGYM3K3IIv4xzPL2X,spotify:track:4C6EPWGYM3K3IIv4xzPL2X,https://api.spotify.com/v1/tracks/4C6EPWGYM3K3IIv4xzPL2X,https://api.spotify.com/v1/audio-analysis/4C6EPWGYM3K3IIv4xzPL2X,196558,4
115,Slow Dance (feat. Ava Max) - Sam Feldt Remix,AJ Mitchell,0.732,0.85,1,-5.999,1,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,audio_features,2wenGTypSYHXl1sN1pNC7X,spotify:track:2wenGTypSYHXl1sN1pNC7X,https://api.spotify.com/v1/tracks/2wenGTypSYHXl1sN1pNC7X,https://api.spotify.com/v1/audio-analysis/2wenGTypSYHXl1sN1pNC7X,193548,4
116,Paradise,Mike Perry,0.454,0.717,7,-4.341,1,0.227,0.034,0.00014,0.0861,0.477,104.7,audio_features,5OJ8xvo72rkNfvsLWGswGb,spotify:track:5OJ8xvo72rkNfvsLWGswGb,https://api.spotify.com/v1/tracks/5OJ8xvo72rkNfvsLWGswGb,https://api.spotify.com/v1/audio-analysis/5OJ8xvo72rkNfvsLWGswGb,140748,4
117,Don't Slack (from Trolls World Tour),Anderson .Paak,0.617,0.837,9,-5.574,1,0.115,0.0842,0.0,0.344,0.8,168.12,audio_features,1bxa0TPdBMHPeZFHe0adCw,spotify:track:1bxa0TPdBMHPeZFHe0adCw,https://api.spotify.com/v1/tracks/1bxa0TPdBMHPeZFHe0adCw,https://api.spotify.com/v1/audio-analysis/1bxa0TPdBMHPeZFHe0adCw,174800,4
118,Arms Around Me,Starley,0.702,0.684,10,-5.669,1,0.035,0.101,0.0,0.0646,0.625,114.068,audio_features,1QkaME1J8C8Pau6DHwkrIO,spotify:track:1QkaME1J8C8Pau6DHwkrIO,https://api.spotify.com/v1/tracks/1QkaME1J8C8Pau6DHwkrIO,https://api.spotify.com/v1/audio-analysis/1QkaME1J8C8Pau6DHwkrIO,181364,4
119,YES,BEN & TAN,0.563,0.583,7,-7.302,1,0.031,0.00658,0.0,0.102,0.525,91.899,audio_features,1nAvS4GbkxR7iISU5ZfLPf,spotify:track:1nAvS4GbkxR7iISU5ZfLPf,https://api.spotify.com/v1/tracks/1nAvS4GbkxR7iISU5ZfLPf,https://api.spotify.com/v1/audio-analysis/1nAvS4GbkxR7iISU5ZfLPf,180489,4
120,I Love Me,Demi Lovato,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093,audio_features,2IHLaN6wwYKQ3S24NsQqpA,spotify:track:2IHLaN6wwYKQ3S24NsQqpA,https://api.spotify.com/v1/tracks/2IHLaN6wwYKQ3S24NsQqpA,https://api.spotify.com/v1/audio-analysis/2IHLaN6wwYKQ3S24NsQqpA,203672,4
121,This Is How U Feel,Loote,0.781,0.668,8,-8.36,1,0.0645,0.149,4.67e-06,0.152,0.754,103.024,audio_features,0yeOBIkI3whpk4n223Lpuo,spotify:track:0yeOBIkI3whpk4n223Lpuo,https://api.spotify.com/v1/tracks/0yeOBIkI3whpk4n223Lpuo,https://api.spotify.com/v1/audio-analysis/0yeOBIkI3whpk4n223Lpuo,184067,4
122,Drown (feat. Clinton Kane),Martin Garrix,0.573,0.739,9,-5.455,1,0.0581,0.212,0.0,0.175,0.363,120.077,audio_features,4RVtBlHFKj51Ipvpfv5ER4,spotify:track:4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/tracks/4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/audio-analysis/4RVtBlHFKj51Ipvpfv5ER4,174062,4
123,Complicated,Miss Li,0.878,0.48,0,-7.089,0,0.0544,0.105,0.0,0.102,0.83,116.042,audio_features,1unYcdhNL2NwFl2kBSiaZ9,spotify:track:1unYcdhNL2NwFl2kBSiaZ9,https://api.spotify.com/v1/tracks/1unYcdhNL2NwFl2kBSiaZ9,https://api.spotify.com/v1/audio-analysis/1unYcdhNL2NwFl2kBSiaZ9,160411,4
124,All Night (feat. Ally Brooke),Afrojack,0.593,0.877,0,-3.825,0,0.0677,0.123,0.0,0.503,0.635,123.76,audio_features,0poEFjyV2iHKtxjdWFwjmS,spotify:track:0poEFjyV2iHKtxjdWFwjmS,https://api.spotify.com/v1/tracks/0poEFjyV2iHKtxjdWFwjmS,https://api.spotify.com/v1/audio-analysis/0poEFjyV2iHKtxjdWFwjmS,166413,4
125,Fingertips,Tom Gregory,0.718,0.693,1,-5.375,0,0.0252,0.07,0.0,0.132,0.691,88.026,audio_features,0jh5NRR4gX9tsFMLFDhEmX,spotify:track:0jh5NRR4gX9tsFMLFDhEmX,https://api.spotify.com/v1/tracks/0jh5NRR4gX9tsFMLFDhEmX,https://api.spotify.com/v1/audio-analysis/0jh5NRR4gX9tsFMLFDhEmX,165430,4
126,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],Galantis,0.58,0.804,9,-4.618,1,0.0279,0.0304,0.00359,0.105,0.137,126.005,audio_features,1mMvahhW2Oz9waG8UTQnI4,spotify:track:1mMvahhW2Oz9waG8UTQnI4,https://api.spotify.com/v1/tracks/1mMvahhW2Oz9waG8UTQnI4,https://api.spotify.com/v1/audio-analysis/1mMvahhW2Oz9waG8UTQnI4,215388,4
127,Blue Jeans,Jubël,0.745,0.555,5,-6.806,0,0.052,0.6,2.08e-05,0.262,0.673,118.97,audio_features,6KgZeNR9fab84NbLXa81cY,spotify:track:6KgZeNR9fab84NbLXa81cY,https://api.spotify.com/v1/tracks/6KgZeNR9fab84NbLXa81cY,https://api.spotify.com/v1/audio-analysis/6KgZeNR9fab84NbLXa81cY,170357,4
128,This is the Place,Tom Grennan,0.646,0.618,0,-4.938,1,0.0349,0.323,0.0,0.0938,0.46,142.364,audio_features,2HXWTuHE8NZgK7ZmCVBTHX,spotify:track:2HXWTuHE8NZgK7ZmCVBTHX,https://api.spotify.com/v1/tracks/2HXWTuHE8NZgK7ZmCVBTHX,https://api.spotify.com/v1/audio-analysis/2HXWTuHE8NZgK7ZmCVBTHX,185613,4
129,2 Hearts (feat. Gia Koka),Sam Feldt,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85e-05,0.297,0.597,116.524,audio_features,0EdgK7ASb4kfRkW8pVMN02,spotify:track:0EdgK7ASb4kfRkW8pVMN02,https://api.spotify.com/v1/tracks/0EdgK7ASb4kfRkW8pVMN02,https://api.spotify.com/v1/audio-analysis/0EdgK7ASb4kfRkW8pVMN02,186750,4
130,Kiss Somebody,Julie Bergan,0.685,0.75,11,-4.818,1,0.0837,0.0436,0.0,0.272,0.688,105.054,audio_features,17XU1PTSv4OfcBUE8rNYWm,spotify:track:17XU1PTSv4OfcBUE8rNYWm,https://api.spotify.com/v1/tracks/17XU1PTSv4OfcBUE8rNYWm,https://api.spotify.com/v1/audio-analysis/17XU1PTSv4OfcBUE8rNYWm,138283,4
131,"Alone, Pt. II",Alan Walker,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,audio_features,0bMbDctzMmTyK2j74j3nF3,spotify:track:0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/tracks/0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/audio-analysis/0bMbDctzMmTyK2j74j3nF3,179053,4
132,Dive,Hot Shade,0.654,0.787,4,-4.999,1,0.0502,0.00515,0.0,0.144,0.409,123.978,audio_features,0Npijoc6ZcUe1devUugKvI,spotify:track:0Npijoc6ZcUe1devUugKvI,https://api.spotify.com/v1/tracks/0Npijoc6ZcUe1devUugKvI,https://api.spotify.com/v1/audio-analysis/0Npijoc6ZcUe1devUugKvI,164490,4
133,I Want You,OMI,0.707,0.865,2,-1.749,1,0.0649,0.385,0.0,0.163,0.381,104.019,audio_features,4VIkMMHQaUF8UC7yXaBONY,spotify:track:4VIkMMHQaUF8UC7yXaBONY,https://api.spotify.com/v1/tracks/4VIkMMHQaUF8UC7yXaBONY,https://api.spotify.com/v1/audio-analysis/4VIkMMHQaUF8UC7yXaBONY,187274,4
134,The Truth,James Blunt,0.675,0.688,1,-6.434,1,0.0513,0.0586,1.53e-05,0.133,0.849,121.96,audio_features,43aNLlvCErobCJHCBOz7c1,spotify:track:43aNLlvCErobCJHCBOz7c1,https://api.spotify.com/v1/tracks/43aNLlvCErobCJHCBOz7c1,https://api.spotify.com/v1/audio-analysis/43aNLlvCErobCJHCBOz7c1,222076,4
135,I Could Get Used To This,Martin Jensen,0.758,0.742,1,-5.73,1,0.043,0.0824,0.0,0.0391,0.648,120.964,audio_features,5BDmCfpzQeXT4AuxyO5ATs,spotify:track:5BDmCfpzQeXT4AuxyO5ATs,https://api.spotify.com/v1/tracks/5BDmCfpzQeXT4AuxyO5ATs,https://api.spotify.com/v1/audio-analysis/5BDmCfpzQeXT4AuxyO5ATs,151126,4
